dem_status;station_eoi_code;station_name;component_code;component_name;component_short_name;zone_objective_code1;zone_code1;zone_name1;zone_objective_code2;zone_code2;zone_name2;measurement_code;meas_conf_group;measurement_start_date;measurement_end_date;measurement_method_type;measurement_technique_principle;measurement_equipment;integration_time_frequency;integration_time_unit;height_sampling_point;length_sampling_line;location_sampling_point;sampling_time;sampling_time_unit;calibration_frequency;calibration_unit;calibration_method;calibration_description;body_or_programme
M;NL00227;Budel-Toom;7;Ozone (air);O3;human/eco;NL0300;Zuid;;;;102;101;20110519;;Automatic Analyzer;Ultraviolet (UV) photometry;Thermo model 49i O3 analyser;1;hour;4;3;free air flow;10;second;1;day;uv lamp (ozone generator);;EU EoI+EU EoI
M;NL00230;Biest Houtakker-Biestsestraat;7;Ozone (air);O3;human/eco;NL0300;Zuid;;;;100;100;19840401;19981008;Automatic Analyzer;Chemiluminescence;PHILIPS PW977100;1;day;350;100;;0;;1;year;unknown;;
M;NL00230;Biest Houtakker-Biestsestraat;7;Ozone (air);O3;human/eco;NL0300;Zuid;;;;101;101;19901106;20110308;Automatic Analyzer;Ultraviolet (UV) photometry;Thermo model 49w O3 analyser;1;hour;4;3;free air flow;10;second;1;day;uv lamp (ozone generator);;EU EoI+EU EoI
M;NL00230;Biest Houtakker-Biestsestraat;7;Ozone (air);O3;human/eco;NL0300;Zuid;;;;102;101;20110308;;Automatic Analyzer;Ultraviolet (UV) photometry;Thermo model 49i O3 analyser;1;hour;4;3;free air flow;10;second;1;day;uv lamp (ozone generator);;EU EoI+EU EoI
M;NL00232;Volkel-Heikantsepad;7;Ozone (air);O3;;;;;;;100;100;19940118;20020401;Automatic Analyzer;Ultraviolet (UV) photometry;Thermo model 49w O3 analyser;1;hour;4;3;free air flow;10;second;1;day;uv lamp (ozone generator);;EU EoI+EU EoI
M;NL00235;Huijbergen-Vennekenstraat;7;Ozone (air);O3;human/eco;NL0300;Zuid;;;;100;100;19870101;19981008;Automatic Analyzer;Chemiluminescence;UNKNOWN;0;;0;0;;0;;0;;;;
M;NL00235;Huijbergen-Vennekenstraat;7;Ozone (air);O3;human/eco;NL0300;Zuid;;;;110;110;19870101;19981008;Automatic Analyzer;Chemiluminescence;PHILIPS PW977100;1;day;350;100;;0;;1;year;unknown;;
M;NL00235;Huijbergen-Vennekenstraat;7;Ozone (air);O3;human/eco;NL0300;Zuid;;;;111;111;19910219;20110315;Automatic Analyzer;Ultraviolet (UV) photometry;Thermo model 49w O3 analyser;1;hour;4;3;free air flow;10;second;1;day;uv lamp (ozone generator);;EU EoI+EU EoI
M;NL00235;Huijbergen-Vennekenstraat;7;Ozone (air);O3;human/eco;NL0300;Zuid;;;;112;111;20110315;;Automatic Analyzer;Ultraviolet (UV) photometry;Thermo model 49i O3 analyser;1;hour;4;3;free air flow;10;second;1;day;uv lamp (ozone generator);;EU EoI+EU EoI
M;NL00236;Eindhoven-Genovevalaan;7;Ozone (air);O3;human/eco;NL0310;Eindhoven;;;;100;100;19890126;19981008;Automatic Analyzer;Chemiluminescence;PHILIPS PW977100;1;day;350;100;;0;;1;year;unknown;;
M;NL00236;Eindhoven-Genovevalaan;7;Ozone (air);O3;human/eco;NL0310;Eindhoven;;;;101;101;19910108;20110328;Automatic Analyzer;Ultraviolet (UV) photometry;Thermo model 49w O3 analyser;1;hour;3;2;kerbside;10;second;1;day;uv lamp (ozone generator);;EU EoI+EU EoI
M;NL00236;Eindhoven-Genovevalaan;7;Ozone (air);O3;human/eco;NL0310;Eindhoven;;;;102;101;20110328;;Automatic Analyzer;Ultraviolet (UV) photometry;Thermo model 49i O3 analyser;1;hour;3;2;kerbside;10;second;1;day;uv lamp (ozone generator);;EU EoI+EU EoI
M;NL00238;Eindhoven-Piuslaan;7;Ozone (air);O3;;;;;;;100;100;19890119;19981008;Automatic Analyzer;Chemiluminescence;PHILIPS PW977100;1;day;350;100;;0;;1;year;unknown;;
M;NL00238;Eindhoven-Piuslaan;7;Ozone (air);O3;;;;;;;101;101;19910111;20020902;Automatic Analyzer;Ultraviolet (UV) photometry;Thermo model 49w O3 analyser;1;hour;3;2;pavement;10;second;1;day;uv lamp (ozone generator);;EU EoI+EU EoI
M;NL00301;Zierikzee-Lange Slikweg;7;Ozone (air);O3;human/eco;NL0300;Zuid;;;;100;100;19760102;19981008;Automatic Analyzer;Chemiluminescence;PHILIPS PW977100;1;day;350;100;;0;;1;year;unknown;;
M;NL00301;Zierikzee-Lange Slikweg;7;Ozone (air);O3;human/eco;NL0300;Zuid;;;;101;101;19901210;20110316;Automatic Analyzer;Ultraviolet (UV) photometry;Thermo model 49w O3 analyser;1;hour;4;3;free air flow;10;second;1;day;uv lamp (ozone generator);;EU EoI+EU EoI
M;NL00301;Zierikzee-Lange Slikweg;7;Ozone (air);O3;human/eco;NL0300;Zuid;;;;102;101;20110316;;Automatic Analyzer;Ultraviolet (UV) photometry;Thermo model 49i O3 analyser;1;hour;4;3;free air flow;10;second;1;day;uv lamp (ozone generator);;EU EoI+EU EoI
M;NL00318;Philippine-Stelleweg;7;Ozone (air);O3;human/eco;NL0300;Zuid;;;;100;100;19821231;19981008;Automatic Analyzer;Chemiluminescence;UNKNOWN;0;;0;0;;0;;0;;;;
M;NL00318;Philippine-Stelleweg;7;Ozone (air);O3;human/eco;NL0300;Zuid;;;;110;110;19821231;19981008;Automatic Analyzer;Chemiluminescence;PHILIPS PW977100;1;day;350;100;;0;;1;year;unknown;;
M;NL00318;Philippine-Stelleweg;7;Ozone (air);O3;human/eco;NL0300;Zuid;;;;111;111;19901122;20110314;Automatic Analyzer;Ultraviolet (UV) photometry;Thermo model 49w O3 analyser;1;hour;4;3;free air flow;10;second;1;day;uv lamp (ozone generator);;EU EoI+EU EoI
M;NL00318;Philippine-Stelleweg;7;Ozone (air);O3;human/eco;NL0300;Zuid;;;;112;111;20110314;;Automatic Analyzer;Ultraviolet (UV) photometry;Thermo model 49i O3 analyser;1;hour;4;3;free air flow;10;second;1;day;uv lamp (ozone generator);;EU EoI+EU EoI
M;NL00404;Den Haag-Rebecquestraat;7;Ozone (air);O3;human/eco;NL0230;Den Haag/    Leiden;;;;100;100;19760102;19981008;Automatic Analyzer;Chemiluminescence;UNKNOWN;0;;0;0;;0;;0;;;;
M;NL00404;Den Haag-Rebecquestraat;7;Ozone (air);O3;human/eco;NL0230;Den Haag/    Leiden;;;;110;110;19760102;19981008;Automatic Analyzer;Chemiluminescence;PHILIPS PW977100;1;day;350;100;;0;;1;year;unknown;;
M;NL00404;Den Haag-Rebecquestraat;7;Ozone (air);O3;human/eco;NL0230;Den Haag/    Leiden;;;;111;111;19910130;20110322;Automatic Analyzer;Ultraviolet (UV) photometry;Thermo model 49w O3 analyser;1;hour;4;3;pavement;10;second;1;day;uv lamp (ozone generator);;EU EoI+EU EoI
M;NL00404;Den Haag-Rebecquestraat;7;Ozone (air);O3;human/eco;NL0230;Den Haag/    Leiden;;;;112;111;20110322;;Automatic Analyzer;Ultraviolet (UV) photometry;Thermo model 49i O3 analyser;1;hour;4;3;pavement;10;second;1;day;uv lamp (ozone generator);;EU EoI+EU EoI
M;NL00411;Schipluiden-Groeneveld;7;Ozone (air);O3;;;;;;;100;100;19940105;20100705;Automatic Analyzer;Ultraviolet (UV) photometry;Thermo model 49w O3 analyser;1;hour;4;3;free air flow;10;second;1;day;uv lamp (ozone generator);;EU EoI+EU EoI
M;NL00411;Schipluiden-Groeneveld;7;Ozone (air);O3;;;;;;;101;100;20100705;;Automatic Analyzer;Ultraviolet (UV) photometry;Thermo model 49i O3 analyser;1;hour;4;3;free air flow;10;second;1;day;uv lamp (ozone generator);;EU EoI+EU EoI
M;NL00418;Rotterdam-Schiedamsevest;7;Ozone (air);O3;human/eco;NL0240;Rotterdam/ Dordrecht;;;;100;100;19760102;19981008;Automatic Analyzer;Chemiluminescence;UNKNOWN;0;;0;0;;0;;0;;;;
M;NL00418;Rotterdam-Schiedamsevest;7;Ozone (air);O3;human/eco;NL0240;Rotterdam/ Dordrecht;;;;110;110;19760102;19981008;Automatic Analyzer;Chemiluminescence;PHILIPS PW977100;1;day;350;100;;0;;1;year;unknown;;
M;NL00418;Rotterdam-Schiedamsevest;7;Ozone (air);O3;human/eco;NL0240;Rotterdam/ Dordrecht;;;;120;120;20050202;20110322;Automatic Analyzer;Ultraviolet (UV) photometry;Thermo model 49w O3 analyser;1;hour;4;3;pavement;10;second;1;day;uv lamp (ozone generator);;EU EoI+EU EoI
M;NL00418;Rotterdam-Schiedamsevest;7;Ozone (air);O3;human/eco;NL0240;Rotterdam/ Dordrecht;;;;121;120;20110322;;Automatic Analyzer;Ultraviolet (UV) photometry;Thermo model 49i O3 analyser;1;hour;4;3;pavement;10;second;1;day;uv lamp (ozone generator);;EU EoI+EU EoI
M;NL00433;Vlaardingen-Floreslaan;7;Ozone (air);O3;human/eco;NL0240;Rotterdam/ Dordrecht;;;;100;100;19840401;19981008;Automatic Analyzer;Chemiluminescence;UNKNOWN;0;;0;0;;0;;0;;;;
M;NL00433;Vlaardingen-Floreslaan;7;Ozone (air);O3;human/eco;NL0240;Rotterdam/ Dordrecht;;;;101;101;19920615;20110321;Automatic Analyzer;Ultraviolet (UV) photometry;Thermo model 49w O3 analyser;1;hour;4;3;pavement;10;second;1;day;uv lamp (ozone generator);;EU EoI+EU EoI
M;NL00433;Vlaardingen-Floreslaan;7;Ozone (air);O3;human/eco;NL0240;Rotterdam/ Dordrecht;;;;102;101;20110321;;Automatic Analyzer;Ultraviolet (UV) photometry;Thermo model 49i O3 analyser;1;hour;4;3;pavement;10;second;1;day;uv lamp (ozone generator);;EU EoI+EU EoI
