change;station_eoi_code;component_code;measurement_code;compliance_type;zone_code;pt_pollutant;demoEq;demoEq_link;docMethod_WSS;docMethod_NS
;NL00644;5;100;ENV;NL0201;PM10-H;RIVM report 680708002 PM10 Equivalence study 2006.pdf;http://www.rivm.nl;;
;NL00644;7;100;ENV;NL0201;O3-H;;;;
;NL00644;7;100;ENV;NL0201;O3-V;;;;
;NL00644;8;100;ENV;NL0201;NO2-H;;;;
;NL00644;8;100;MON; ; ;;;;
;NL00644;9;100;MON; ; ;;;;
;NL00644;10;100;ENV;NL0201;CO-H;;;;
;NL00644;38;100;;;;;;;
;NL00644;1012;100;;;;;;;
;NL00644;1014;100;;;;;;;
;NL00644;1015;100;;;;;;;
;NL00644;1018;100;;;;;;;
;NL00644;1045;100;;;;;;;
;NL00644;1046;100;;;;;;;
;NL00644;1047;100;;;;;;;
;NL00644;1063;100;;;;;;;
;NL00644;1629;100;;;;;;;
;NL00644;1631;100;;;;;;;
;NL00644;1657;100;;;;;;;
;NL00644;1659;100;;;;;;;
;NL00644;1668;100;;;;;;;
;NL00644;1771;100;;;;;;;
;NL00644;1772;100;;;;;;;
;NL00644;6001;100;ENV;NL0201;PM2.5-H;;;;
;NL00701;5;101;ENV;NL0210;PM10-H;Equivalentie van de Met-One BAM 1020 PM10 en PM2.5.pdf;www.luchtmetingen.amsterdam.nl;;
;NL00701;7;100;ENV;NL0210;O3-H;;;;
;NL00701;7;100;ENV;NL0210;O3-V;;;;
;NL00701;8;100;ENV;NL0210;NO2-H;;;;
;NL00701;8;100;MON; ; ;;;;
;NL00701;9;100;MON; ; ;;;;
;NL00701;38;100;;;;;;;
;NL00701;6001;101;AEI; ; ;;;;
;NL00701;6001;101;ENV;NL0210;PM2.5-H;Equivalentie van de Met-One BAM 1020 PM10 en PM2.5.pdf;www.luchtmetingen.amsterdam.nl;;
;NL00703;5;101;ENV;NL0210;PM10-H;Equivalentie van de Met-One BAM 1020 PM10 en PM2.5.pdf;www.luchtmetingen.amsterdam.nl;;
;NL00703;8;100;ENV;NL0210;NO2-H;;;;
;NL00703;9;100;MON; ; ;;;;
;NL00703;20;100;ENV;NL0210;Benzene-H;;;;
;NL00703;20;100;MON; ; ;;;;
;NL00703;21;100;MON; ; ;;;;
;NL00703;38;100;;;;;;;
;NL00703;431;100;;;;;;;
;NL00703;464;100;MON; ; ;;;;
;NL00703;482;100;;;;;;;
;NL00703;6001;100;ENV;NL0210;PM2.5-H;Equivalentie van de Met-One BAM 1020 PM10 en PM2.5.pdf;www.luchtmetingen.amsterdam.nl;;
;NL00704;1;100;ENV;NL0210;SO2-H;;;;
;NL00704;5;100;ENV;NL0210;PM10-H;Equivalentie van de Met-One BAM 1020 PM10 en PM2.5.pdf;www.luchtmetingen.amsterdam.nl;;
;NL00704;8;100;ENV;NL0210;NO2-H;;;;
;NL00704;9;100;MON; ; ;;;;
;NL00704;20;100;ENV;NL0210;Benzene-H;;;;
;NL00704;20;100;MON; ; ;;;;
;NL00704;21;100;MON; ; ;;;;
;NL00704;38;100;;;;;;;
;NL00704;431;100;;;;;;;
;NL00704;464;100;MON; ; ;;;;
;NL00704;482;100;;;;;;;
;NL00704;6001;100;ENV;NL0210;PM2.5-H;Equivalentie van de Met-One BAM 1020 PM10 en PM2.5.pdf;www.luchtmetingen.amsterdam.nl;;
;NL00722;1;111;ENV;NL0201;SO2-H;;;;
;NL00722;5;101;ENV;NL0201;PM10-H;RIVM report 680708002 PM10 Equivalence study 2006.pdf;http://www.rivm.nl;;
;NL00722;7;112;ENV;NL0201;O3-H;;;;
;NL00722;7;112;ENV;NL0201;O3-V;;;;
;NL00722;8;112;ENV;NL0201;NO2-H;;;;
;NL00722;8;112;MON; ; ;;;;
;NL00722;9;102;MON; ; ;;;;
;NL00722;35;100;;;;;;;
;NL00722;38;112;;;;;;;
;NL00728;5;101;ENV;NL0201;PM10-H;RIVM report 680708002 PM10 Equivalence study 2006.pdf;http://www.rivm.nl;;
;NL00732;36;101;;;;;;;
;NL00732;37;101;;;;;;;
;NL00738;5;101;ENV;NL0201;PM10-H;RIVM report 680708002 PM10 Equivalence study 2006.pdf;http://www.rivm.nl;;
;NL00738;6;100;;;;;;;
;NL00738;7;101;ENV;NL0201;O3-H;;;;
;NL00738;7;101;ENV;NL0201;O3-V;;;;
;NL00738;8;101;ENV;NL0201;NO2-H;;;;
;NL00738;8;101;MON; ; ;;;;
;NL00738;9;101;MON; ; ;;;;
;NL00738;35;100;;;;;;;
;NL00738;38;101;;;;;;;
;NL00738;6001;100;ENV;NL0201;PM2.5-H;;;;
;NL00741;5;101;ENV;NL0201;PM10-H;RIVM report 680708002 PM10 Equivalence study 2006.pdf;http://www.rivm.nl;;
;NL00741;8;101;ENV;NL0201;NO2-H;;;;
;NL00741;9;101;MON; ; ;;;;
;NL00741;10;100;ENV;NL0201;CO-H;;;;
;NL00741;38;101;;;;;;;
;NL00741;6001;100;ENV;NL0201;PM2.5-H;;;;
;NL00742;5;100;ENV;NL0201;PM10-H;RIVM report 680708002 PM10 Equivalence study 2006.pdf;http://www.rivm.nl;;
;NL00742;7;101;ENV;NL0201;O3-H;;;;
;NL00742;8;101;ENV;NL0201;NO2-H;;;;
;NL00742;8;101;MON; ; ;;;;
;NL00742;9;101;MON; ; ;;;;
;NL00742;10;100;ENV;NL0201;CO-H;;;;
;NL00742;38;101;;;;;;;
;NL00742;6001;100;AEI; ; ;;;;
;NL00742;6001;100;ENV;NL0201;PM2.5-H;;;;
;NL00743;5;100;ENV;NL0201;PM10-H;RIVM report 680708002 PM10 Equivalence study 2006.pdf;http://www.rivm.nl;;
;NL00807;5;101;ENV;NL0100;PM10-H;RIVM report 680708002 PM10 Equivalence study 2006.pdf;http://www.rivm.nl;;
;NL00807;7;102;ENV;NL0100;O3-H;;;;
;NL00807;7;102;ENV;NL0100;O3-V;;;;
;NL00807;8;102;ENV;NL0100;NO2-H;;;;
;NL00807;8;102;MON; ; ;;;;
;NL00807;9;102;MON; ; ;;;;
;NL00807;12;100;;;;;;;
;NL00807;14;100;ENV;NL0100;Cd-H;;;;
;NL00807;15;100;ENV;NL0100;Ni-H;;;;
;NL00807;18;100;ENV;NL0100;As-H;;;;
;NL00807;38;102;;;;;;;
;NL00807;63;100;;;;;;;
;NL00807;629;100;;;;;;;
;NL00807;659;100;;;;;;;
;NL00807;668;100;;;;;;;
;NL00818;5;101;ENV;NL0100;PM10-H;RIVM report 680708002 PM10 Equivalence study 2006.pdf;http://www.rivm.nl;;
;NL00818;7;101;ENV;NL0100;O3-H;;;;
;NL00818;7;101;ENV;NL0100;O3-V;;;;
;NL00818;8;101;ENV;NL0100;NO2-H;;;;
;NL00818;8;101;MON; ; ;;;;
;NL00818;9;101;MON; ; ;;;;
;NL00818;38;101;;;;;;;
;NL00821;6001;100;AEI; ; ;;;;
;NL00821;6001;100;ENV;NL0100;PM2.5-H;;;;
;NL00918;5;101;ENV;NL0100;PM10-H;RIVM report 680708002 PM10 Equivalence study 2006.pdf;http://www.rivm.nl;;
;NL00918;7;102;ENV;NL0100;O3-H;;;;
;NL00918;7;102;ENV;NL0100;O3-V;;;;
;NL00918;8;102;ENV;NL0100;NO2-H;;;;
;NL00918;8;102;MON; ; ;;;;
;NL00918;9;102;MON; ; ;;;;
;NL00918;38;102;;;;;;;
;NL00929;5;101;ENV;NL0100;PM10-H;RIVM report 680708002 PM10 Equivalence study 2006.pdf;http://www.rivm.nl;;
;NL00929;6;101;;;;;;;
;NL00929;7;101;ENV;NL0100;O3-H;;;;
;NL00929;7;101;ENV;NL0100;O3-V;;;;
;NL00929;8;101;ENV;NL0100;NO2-H;;;;
;NL00929;8;101;MON; ; ;;;;
;NL00929;9;101;MON; ; ;;;;
;NL00929;35;100;;;;;;;
;NL00929;36;101;;;;;;;
;NL00929;37;101;;;;;;;
;NL00929;38;101;;;;;;;
;NL00929;45;101;;;;;;;
;NL00929;46;101;;;;;;;
;NL00929;47;101;;;;;;;
;NL00929;631;101;;;;;;;
;NL00934;1;101;ENV;NL0100;SO2-H;;;;
;NL00934;1;101;ENV;NL0100;SO2-V;;;;
;NL00934;5;100;ENV;NL0100;PM10-H;RIVM report 680708002 PM10 Equivalence study 2006.pdf;http://www.rivm.nl;;
;NL00934;7;112;ENV;NL0100;O3-H;;;;
;NL00934;7;112;ENV;NL0100;O3-V;;;;
;NL00934;8;112;ENV;NL0100;NO2-H;;;;
;NL00934;8;112;MON; ; ;;;;
;NL00934;9;102;ENV;NL0100;NOx-V;;;;
;NL00934;9;102;MON; ; ;;;;
;NL00934;10;101;ENV;NL0100;CO-H;;;;
;NL00934;12;102;;;;;;;
;NL00934;14;102;ENV;NL0100;Cd-H;;;;
;NL00934;15;101;ENV;NL0100;Ni-H;;;;
;NL00934;18;101;ENV;NL0100;As-H;;;;
;NL00934;36;101;;;;;;;
;NL00934;37;101;;;;;;;
;NL00934;38;112;;;;;;;
;NL00934;45;101;;;;;;;
;NL00934;46;101;;;;;;;
;NL00934;47;101;;;;;;;
;NL00934;63;101;;;;;;;
;NL00934;412;100;;;;;;;
;NL00934;412;101;;;;;;;
;NL00934;622;100;;;;;;;
;NL00934;629;101;;;;;;;
;NL00934;630;100;;;;;;;
;NL00934;630;101;;;;;;;
;NL00934;631;101;;;;;;;
;NL00934;632;100;;;;;;;
;NL00934;632;101;;;;;;;
;NL00934;648;100;;;;;;;
;NL00934;648;101;;;;;;;
;NL00934;658;100;;;;;;;
;NL00934;658;101;;;;;;;
;NL00934;659;100;;;;;;;
;NL00934;660;100;;;;;;;
;NL00934;660;101;;;;;;;
;NL00934;664;100;;;;;;;
;NL00934;664;101;;;;;;;
;NL00934;666;100;;;;;;;
;NL00934;666;101;;;;;;;
;NL00934;668;100;;;;;;;
;NL00934;669;100;;;;;;;
;NL00934;669;101;;;;;;;
;NL00934;719;100;;;;;;;
;NL00934;719;101;;;;;;;
;NL00934;728;100;;;;;;;
;NL00934;753;101;;;;;;;
;NL00934;753;102;;;;;;;
;NL00934;753;103;;;;;;;
;NL00934;2012;103;;;;;;;
;NL00934;2014;104;;;;;;;
;NL00934;2015;100;;;;;;;
;NL00934;2016;100;;;;;;;
;NL00934;2018;101;;;;;;;
;NL00934;2063;102;;;;;;;
;NL00934;2064;100;;;;;;;
;NL00934;2065;101;;;;;;;
;NL00934;2073;101;;;;;;;
;NL00934;2076;100;;;;;;;
;NL00934;2076;101;;;;;;;
;NL00934;4406;100;;;;;;;
;NL00934;5029;100;ENV;NL0100;BaP-H;;;;
;NL00934;5029;100;MON; ; ;;;;
;NL00934;5380;100;;;;;;;
;NL00934;5419;100;MON; ; ;;;;
;NL00934;5610;100;MON; ; ;;;;
;NL00934;5655;100;MON; ; ;;;;
;NL00934;6001;100;ENV;NL0100;PM2.5-H;;;;
;NL00937;5;101;ENV;NL0100;PM10-H;RIVM report 680708002 PM10 Equivalence study 2006.pdf;http://www.rivm.nl;;
;NL00937;8;101;ENV;NL0100;NO2-H;;;;
;NL00937;9;101;MON; ; ;;;;
;NL00937;38;101;;;;;;;
;NL00937;6001;100;ENV;NL0100;PM2.5-H;;;;
;NL00938;7;101;ENV;NL0100;O3-H;;;;
;NL00938;7;101;ENV;NL0100;O3-V;;;;
;NL00938;8;101;ENV;NL0100;NO2-H;;;;
;NL00938;8;101;MON; ; ;;;;
;NL00938;9;101;MON; ; ;;;;
;NL00938;38;101;;;;;;;
;NL00938;6001;101;AEI; ; ;;;;
;NL00938;6001;101;ENV;NL0100;PM2.5-H;;;;
