GMLID,LocalId,Namespace,Version,NatlStationCode,Name,Municipality,EUStationCode,ActivityBegin,ActivityEnd,Lat,Lon,SRSName,Altitude,AltitudeUnit,AreaClassification,BelongsTo
STA-NL00561,STA-NL00561,NL.RIVM.AQ,,561,Badhoevedorp-Sloterweg,Haarlemmermeer,NL00561,2010-01-01 00:00:00+01:00,,52.33356,4.77359,urn:ogc:def:crs:EPSG:4258,1,m,http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/rural,
STA-NL00564,STA-NL00564,NL.RIVM.AQ,,564,Hoofddorp-Hoofdweg,Haarlemmermeer,NL00564,2010-01-01 00:00:00+01:00,,52.28743,4.766679,urn:ogc:def:crs:EPSG:4258,1,m,http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/unknown,
STA-NL00565,STA-NL00565,NL.RIVM.AQ,,565,Oude Meer-Aalsmeerderdijk,Haarlemmermeer,NL00565,2010-01-01 00:00:00+01:00,,52.32745,4.715071,urn:ogc:def:crs:EPSG:4258,1,m,http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/unknown,
STA-NL00570,STA-NL00570,NL.RIVM.AQ,,570,Beverwijk West-Creutzberglaan,Beverwijk,NL00570,2010-01-01 00:00:00+01:00,,52.4866,4.638642,urn:ogc:def:crs:EPSG:4258,1,m,http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/unknown,
STA-NL00572,STA-NL00572,NL.RIVM.AQ,,572,Velsen-Staalstraat,Velsen,NL00572,2010-01-01 00:00:00+01:00,,52.4744,4.6288,urn:ogc:def:crs:EPSG:4258,1,m,http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/unknown,
STA-NL00573,STA-NL00573,NL.RIVM.AQ,,573,Velsen-Reijndersweg,Velsen,NL00573,2010-01-01 00:00:00+01:00,,52.79,4.729,urn:ogc:def:crs:EPSG:4258,1,m,http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/unknown,
STA-NL00244,STA-NL00244,NL.RIVM.AQ,,244,De Rips-Klotterpeellaan,Gemert-Bakel,NL00244,2009-01-01 00:00:00+01:00,,51.5359,5.808593,urn:ogc:def:crs:EPSG:4258,1,m,http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/rural,
STA-NL00245,STA-NL00245,NL.RIVM.AQ,,245,Moerdijk-Julianastraat,Moerdijk,NL00245,2009-01-01 00:00:00+01:00,,51.70078,4.623361,urn:ogc:def:crs:EPSG:4258,1,m,http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/unknown,
STA-NL00547,STA-NL00547,NL.RIVM.AQ,,547,Hilversum-J. Gerardtsweg,Hilversum,NL00547,2010-01-01 00:00:00+01:00,,52.23508,5.181552,urn:ogc:def:crs:EPSG:4258,1,m,http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/urban,
STA-NL00548,STA-NL00548,NL.RIVM.AQ,,548,Bussum-Ceintuurbaan,Bussum,NL00548,2010-01-01 00:00:00+01:00,,52.26798,5.17583,urn:ogc:def:crs:EPSG:4258,1,m,http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/urban,
STA-NL00549,STA-NL00549,NL.RIVM.AQ,,549,Laren-Jagerspad,Laren,NL00549,2010-01-01 00:00:00+01:00,,52.25736,5.235903,urn:ogc:def:crs:EPSG:4258,1,m,http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/urban,
STA-NL00743,STA-NL00743,NL.RIVM.AQ,,743,Kootwijkerbroek-Drieenhuizerweg,Barneveld,NL00743,2010-01-01 00:00:00+01:00,,52.15407,5.664074,urn:ogc:def:crs:EPSG:4258,1,m,http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/rural,
STA-NL00644,STA-NL00644,NL.RIVM.AQ,,644,Cabauw-Wielsekade,Lopik,NL00644,2012-01-01 00:00:00+01:00,,51.97464,4.92343,urn:ogc:def:crs:EPSG:4258,1,m,http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/rural,
STA-NL00138,STA-NL00138,NL.RIVM.AQ,,138,Heerlen-Jamboreepad,,NL00138,2013-11-18 00:00:00+01:00,,50.900317,5.986853,urn:ogc:def:crs:EPSG:4258,98,m,http://dd.eionet.europa.eu/vocabulary/aq/areaclassification/urban,
