07/23/2015 12:54:53,P.UnitSerialnumber,1
07/23/2015 12:54:53,S.Longitude,0
07/23/2015 12:54:53,S.Latitude,0
07/23/2015 12:54:53,S.SatInfo,256
07/23/2015 12:54:53,S.O3,154
07/23/2015 12:54:53,S.BottomSwitches,0
07/23/2015 12:54:53,S.RGBColor,14481151
07/23/2015 12:54:53,S.LightsensorBlue,327
07/23/2015 12:54:53,S.LightsensorGreen,316
07/23/2015 12:54:53,S.LightsensorRed,284
07/23/2015 12:54:53,S.AcceleroZ,747
07/23/2015 12:54:53,S.AcceleroY,514
07/23/2015 12:54:53,S.AcceleroX,515
07/23/2015 12:54:53,S.NO2,91
07/23/2015 12:54:53,S.CO,13995
07/23/2015 12:54:53,S.Altimeter,84
07/23/2015 12:54:53,S.Barometer,101512
07/23/2015 12:54:53,S.LightsensorBottom,51
07/23/2015 12:54:53,S.LightsensorTop,309
07/24/2015 07:24:49,P.UnitSerialnumber,1
07/24/2015 07:24:49,S.Longitude,5914101
07/24/2015 07:24:49,S.Latitude,53949944
07/24/2015 07:24:49,S.SatInfo,90889
07/24/2015 07:24:49,S.O3,162
07/24/2015 07:24:49,S.BottomSwitches,0
07/24/2015 07:24:49,S.RGBColor,16772502
07/24/2015 07:24:49,S.LightsensorBlue,92
07/24/2015 07:24:49,S.LightsensorGreen,145
07/24/2015 07:24:49,S.LightsensorRed,156
07/24/2015 07:24:49,S.AcceleroZ,754
07/24/2015 07:24:49,S.AcceleroY,513
07/24/2015 07:24:49,S.AcceleroX,511
07/24/2015 07:24:49,S.NO2,90
07/24/2015 07:24:49,S.CO,31718
07/24/2015 07:24:49,S.Altimeter,118
07/24/2015 07:24:49,S.Barometer,101101
07/24/2015 07:24:49,S.LightsensorBottom,26
07/24/2015 07:24:49,S.LightsensorTop,226
07/24/2015 07:24:49,S.Humidity,47970
07/24/2015 07:24:49,S.TemperatureAmbient,299362
07/24/2015 07:24:49,S.TemperatureUnit,305400
07/24/2015 07:24:49,S.SecondOfDay,33928
07/24/2015 07:24:49,S.RtcDate,1012101
07/24/2015 07:24:49,S.RtcTime,596252
07/24/2015 07:24:49,P.SessionUptime,60731
07/24/2015 07:24:49,P.BaseTimer,9
07/24/2015 07:24:49,P.ErrorStatus,0
07/24/2015 07:24:49,P.Powerstate,79
07/24/2015 07:25:00,P.UnitSerialnumber,1
07/24/2015 07:25:00,S.Longitude,5914101
07/24/2015 07:25:00,S.Latitude,53949944
07/24/2015 07:25:00,S.SatInfo,90889
07/24/2015 07:25:00,S.O3,159
07/24/2015 07:25:00,S.BottomSwitches,0
07/24/2015 07:25:00,S.RGBColor,16772502
07/24/2015 07:25:00,S.LightsensorBlue,92
07/24/2015 07:25:00,S.LightsensorGreen,145
07/24/2015 07:25:00,S.LightsensorRed,156
07/24/2015 07:25:00,S.AcceleroZ,756
07/24/2015 07:25:00,S.AcceleroY,510
07/24/2015 07:25:00,S.AcceleroX,517
07/24/2015 07:25:00,S.NO2,86
07/24/2015 07:25:00,S.CO,31798
07/24/2015 07:25:00,S.Altimeter,118
07/24/2015 07:25:00,S.Barometer,101096
07/24/2015 07:25:00,S.LightsensorBottom,26
07/24/2015 07:25:00,S.LightsensorTop,226
07/24/2015 07:25:00,S.Humidity,48668
07/24/2015 07:25:00,S.TemperatureAmbient,299425
07/24/2015 07:25:00,S.TemperatureUnit,305400
07/24/2015 07:25:00,S.SecondOfDay,33939
07/24/2015 07:25:00,S.RtcDate,1012101
07/24/2015 07:25:00,S.RtcTime,596263
07/24/2015 07:25:00,P.SessionUptime,60741
07/24/2015 07:25:00,P.BaseTimer,9
07/24/2015 07:25:00,P.ErrorStatus,0
07/24/2015 07:25:00,P.Powerstate,79
07/24/2015 07:25:10,P.UnitSerialnumber,1
07/24/2015 07:25:10,S.Longitude,5914101
07/24/2015 07:25:10,S.Latitude,53949944
07/24/2015 07:25:10,S.SatInfo,90889
07/24/2015 07:25:10,S.O3,157
07/24/2015 07:25:10,S.BottomSwitches,0
07/24/2015 07:25:10,S.RGBColor,16772502
07/24/2015 07:25:10,S.LightsensorBlue,92
07/24/2015 07:25:10,S.LightsensorGreen,145
07/24/2015 07:25:10,S.LightsensorRed,156
07/24/2015 07:25:10,S.AcceleroZ,751
07/24/2015 07:25:10,S.AcceleroY,521
07/24/2015 07:25:10,S.AcceleroX,505
07/24/2015 07:25:10,S.NO2,91
07/24/2015 07:25:10,S.CO,31127
07/24/2015 07:25:10,S.Altimeter,118
07/24/2015 07:25:10,S.Barometer,101097
07/24/2015 07:25:10,S.LightsensorBottom,26
07/24/2015 07:25:10,S.LightsensorTop,225
07/24/2015 07:25:10,S.Humidity,48208
07/24/2015 07:25:10,S.TemperatureAmbient,299425
07/24/2015 07:25:10,S.TemperatureUnit,305400
07/24/2015 07:25:10,S.SecondOfDay,33950
07/24/2015 07:25:10,S.RtcDate,1012101
07/24/2015 07:25:10,S.RtcTime,596274
07/24/2015 07:25:10,P.SessionUptime,60751
07/24/2015 07:25:10,P.BaseTimer,9
07/24/2015 07:25:10,P.ErrorStatus,0
07/24/2015 07:25:10,P.Powerstate,79
07/24/2015 07:25:20,P.UnitSerialnumber,1
07/24/2015 07:25:20,S.Longitude,5914103
07/24/2015 07:25:20,S.Latitude,53949942
07/24/2015 07:25:20,S.SatInfo,90889
07/24/2015 07:25:20,S.O3,160
07/24/2015 07:25:20,S.BottomSwitches,0
07/24/2015 07:25:20,S.RGBColor,16771990
07/24/2015 07:25:20,S.LightsensorBlue,92
07/24/2015 07:25:20,S.LightsensorGreen,144
07/24/2015 07:25:20,S.LightsensorRed,156
07/24/2015 07:25:20,S.AcceleroZ,751
07/24/2015 07:25:20,S.AcceleroY,513
07/24/2015 07:25:20,S.AcceleroX,510
07/24/2015 07:25:20,S.NO2,90
07/24/2015 07:25:20,S.CO,31093
07/24/2015 07:25:20,S.Altimeter,118
07/24/2015 07:25:20,S.Barometer,101097
07/24/2015 07:25:20,S.LightsensorBottom,26
07/24/2015 07:25:20,S.LightsensorTop,226
07/24/2015 07:25:20,S.Humidity,48131
07/24/2015 07:25:20,S.TemperatureAmbient,299425
07/24/2015 07:25:20,S.TemperatureUnit,305400
07/24/2015 07:25:20,S.SecondOfDay,33961
07/24/2015 07:25:20,S.RtcDate,1012101
07/24/2015 07:25:20,S.RtcTime,596481
07/24/2015 07:25:20,P.SessionUptime,60761
07/24/2015 07:25:20,P.BaseTimer,9
07/24/2015 07:25:20,P.ErrorStatus,0
07/24/2015 07:25:20,P.Powerstate,79
07/24/2015 07:25:31,P.UnitSerialnumber,1
07/24/2015 07:25:31,S.Longitude,5914103
07/24/2015 07:25:31,S.Latitude,53949942
07/24/2015 07:25:31,S.SatInfo,90889
07/24/2015 07:25:31,S.O3,159
07/24/2015 07:25:31,S.BottomSwitches,0
07/24/2015 07:25:31,S.RGBColor,16771990
07/24/2015 07:25:31,S.LightsensorBlue,92
07/24/2015 07:25:31,S.LightsensorGreen,144
07/24/2015 07:25:31,S.LightsensorRed,156
07/24/2015 07:25:31,S.AcceleroZ,755
07/24/2015 07:25:31,S.AcceleroY,519
07/24/2015 07:25:31,S.AcceleroX,509
07/24/2015 07:25:31,S.NO2,90
07/24/2015 07:25:31,S.CO,31355
07/24/2015 07:25:31,S.Altimeter,118
07/24/2015 07:25:31,S.Barometer,101099
07/24/2015 07:25:31,S.LightsensorBottom,25
07/24/2015 07:25:31,S.LightsensorTop,225
07/24/2015 07:25:31,S.Humidity,48273
07/24/2015 07:25:31,S.TemperatureAmbient,299425
07/24/2015 07:25:31,S.TemperatureUnit,305400
07/24/2015 07:25:31,S.SecondOfDay,33972
07/24/2015 07:25:31,S.RtcDate,1012101
07/24/2015 07:25:31,S.RtcTime,596492
07/24/2015 07:25:31,P.SessionUptime,60771
07/24/2015 07:25:31,P.BaseTimer,9
07/24/2015 07:25:31,P.ErrorStatus,0
07/24/2015 07:25:31,P.Powerstate,79
07/24/2015 07:25:41,P.UnitSerialnumber,1
07/24/2015 07:25:41,S.Longitude,5914103
07/24/2015 07:25:41,S.Latitude,53949942
07/24/2015 07:25:41,S.SatInfo,90889
07/24/2015 07:25:41,S.O3,163
07/24/2015 07:25:41,S.BottomSwitches,0
07/24/2015 07:25:41,S.RGBColor,16771990
07/24/2015 07:25:41,S.LightsensorBlue,92
07/24/2015 07:25:41,S.LightsensorGreen,144
07/24/2015 07:25:41,S.LightsensorRed,156
07/24/2015 07:25:41,S.AcceleroZ,753
07/24/2015 07:25:41,S.AcceleroY,516
07/24/2015 07:25:41,S.AcceleroX,510
07/24/2015 07:25:41,S.NO2,90
07/24/2015 07:25:41,S.CO,31755
07/24/2015 07:25:41,S.Altimeter,118
07/24/2015 07:25:41,S.Barometer,101101
07/24/2015 07:25:41,S.LightsensorBottom,26
07/24/2015 07:25:41,S.LightsensorTop,225
07/24/2015 07:25:41,S.Humidity,48618
07/24/2015 07:25:41,S.TemperatureAmbient,299425
07/24/2015 07:25:41,S.TemperatureUnit,305400
07/24/2015 07:25:41,S.SecondOfDay,33983
07/24/2015 07:25:41,S.RtcDate,1012101
07/24/2015 07:25:41,S.RtcTime,596503
07/24/2015 07:25:41,P.SessionUptime,60781
07/24/2015 07:25:41,P.BaseTimer,9
07/24/2015 07:25:41,P.ErrorStatus,0
07/24/2015 07:25:41,P.Powerstate,79
07/24/2015 07:25:51,P.UnitSerialnumber,1
07/24/2015 07:25:51,S.Longitude,5914103
07/24/2015 07:25:51,S.Latitude,53949942
07/24/2015 07:25:51,S.SatInfo,90889
07/24/2015 07:25:51,S.O3,157
07/24/2015 07:25:51,S.BottomSwitches,0
07/24/2015 07:25:51,S.RGBColor,16771990
07/24/2015 07:25:51,S.LightsensorBlue,92
07/24/2015 07:25:51,S.LightsensorGreen,144
07/24/2015 07:25:51,S.LightsensorRed,156
07/24/2015 07:25:51,S.AcceleroZ,760
07/24/2015 07:25:51,S.AcceleroY,509
07/24/2015 07:25:51,S.AcceleroX,517
07/24/2015 07:25:51,S.NO2,90
07/24/2015 07:25:51,S.CO,32517
07/24/2015 07:25:51,S.Altimeter,118
07/24/2015 07:25:51,S.Barometer,101101
07/24/2015 07:25:51,S.LightsensorBottom,26
07/24/2015 07:25:51,S.LightsensorTop,225
07/24/2015 07:25:51,S.Humidity,48822
07/24/2015 07:25:51,S.TemperatureAmbient,299425
07/24/2015 07:25:51,S.TemperatureUnit,305462
07/24/2015 07:25:51,S.SecondOfDay,33994
07/24/2015 07:25:51,S.RtcDate,1012101
07/24/2015 07:25:51,S.RtcTime,596514
07/24/2015 07:25:51,P.SessionUptime,60791
07/24/2015 07:25:51,P.BaseTimer,9
07/24/2015 07:25:51,P.ErrorStatus,0
07/24/2015 07:25:51,P.Powerstate,79
07/24/2015 07:26:02,P.UnitSerialnumber,1
07/24/2015 07:26:02,S.Longitude,5914103
07/24/2015 07:26:02,S.Latitude,53949942
07/24/2015 07:26:02,S.SatInfo,90889
07/24/2015 07:26:02,S.O3,158
07/24/2015 07:26:02,S.BottomSwitches,0
07/24/2015 07:26:02,S.RGBColor,16771990
07/24/2015 07:26:02,S.LightsensorBlue,92
07/24/2015 07:26:02,S.LightsensorGreen,144
07/24/2015 07:26:02,S.LightsensorRed,156
07/24/2015 07:26:02,S.AcceleroZ,750
07/24/2015 07:26:02,S.AcceleroY,517
07/24/2015 07:26:02,S.AcceleroX,507
07/24/2015 07:26:02,S.NO2,90
07/24/2015 07:26:02,S.CO,32855
07/24/2015 07:26:02,S.Altimeter,118
07/24/2015 07:26:02,S.Barometer,101096
07/24/2015 07:26:02,S.LightsensorBottom,26
07/24/2015 07:26:02,S.LightsensorTop,225
07/24/2015 07:26:02,S.Humidity,48653
07/24/2015 07:26:02,S.TemperatureAmbient,299425
07/24/2015 07:26:02,S.TemperatureUnit,305400
07/24/2015 07:26:02,S.SecondOfDay,34005
07/24/2015 07:26:02,S.RtcDate,1012101
07/24/2015 07:26:02,S.RtcTime,596525
07/24/2015 07:26:02,P.SessionUptime,60801
07/24/2015 07:26:02,P.BaseTimer,9
07/24/2015 07:26:02,P.ErrorStatus,0
07/24/2015 07:26:02,P.Powerstate,79
07/24/2015 07:26:12,P.UnitSerialnumber,1
07/24/2015 07:26:12,S.Longitude,5914103
07/24/2015 07:26:12,S.Latitude,53949942
07/24/2015 07:26:12,S.SatInfo,90889
07/24/2015 07:26:12,S.O3,161
07/24/2015 07:26:12,S.BottomSwitches,0
07/24/2015 07:26:12,S.RGBColor,16772501
07/24/2015 07:26:12,S.LightsensorBlue,91
07/24/2015 07:26:12,S.LightsensorGreen,144
07/24/2015 07:26:12,S.LightsensorRed,155
07/24/2015 07:26:12,S.AcceleroZ,755
07/24/2015 07:26:12,S.AcceleroY,510
07/24/2015 07:26:12,S.AcceleroX,512
07/24/2015 07:26:12,S.NO2,91
07/24/2015 07:26:12,S.CO,32392
07/24/2015 07:26:12,S.Altimeter,118
07/24/2015 07:26:12,S.Barometer,101096
07/24/2015 07:26:12,S.LightsensorBottom,26
07/24/2015 07:26:12,S.LightsensorTop,224
07/24/2015 07:26:12,S.Humidity,48526
07/24/2015 07:26:12,S.TemperatureAmbient,299425
07/24/2015 07:26:12,S.TemperatureUnit,305400
07/24/2015 07:26:12,S.SecondOfDay,34016
07/24/2015 07:26:12,S.RtcDate,1012101
07/24/2015 07:26:12,S.RtcTime,596536
07/24/2015 07:26:12,P.SessionUptime,60811
07/24/2015 07:26:12,P.BaseTimer,9
07/24/2015 07:26:12,P.ErrorStatus,0
07/24/2015 07:26:12,P.Powerstate,79
07/24/2015 07:26:22,P.UnitSerialnumber,1
07/24/2015 07:26:22,S.Longitude,5914103
07/24/2015 07:26:22,S.Latitude,53949926
07/24/2015 07:26:22,S.SatInfo,90889
07/24/2015 07:26:22,S.O3,161
07/24/2015 07:26:22,S.BottomSwitches,0
07/24/2015 07:26:22,S.RGBColor,16772501
07/24/2015 07:26:22,S.LightsensorBlue,90
07/24/2015 07:26:22,S.LightsensorGreen,143
07/24/2015 07:26:22,S.LightsensorRed,154
07/24/2015 07:26:22,S.AcceleroZ,753
07/24/2015 07:26:22,S.AcceleroY,513
07/24/2015 07:26:22,S.AcceleroX,510
07/24/2015 07:26:22,S.NO2,91
07/24/2015 07:26:22,S.CO,31624
07/24/2015 07:26:22,S.Altimeter,118
07/24/2015 07:26:22,S.Barometer,101099
07/24/2015 07:26:22,S.LightsensorBottom,26
