"URI","Label","Definition","Notation","StartDate","EndDate","hasProtectionTarget","hasProtectionTarget","measurementEquipment","measurementEquipment","measurementEquipment","measurementEquipment","measurementEquipment","measurementEquipment","measurementEquipment","measurementEquipment","measurementEquipment","measurementEquipment","measurementEquipment","measurementEquipment","measurementEquipment","measurementEquipment","measurementEquipment","measurementEquipment","measurementEquipment","measurementEquipment","measurementEquipment","measurementEquipment","measurementEquipment","measurementEquipment","measurementEquipment","measurementEquipment","measurementEquipment","measurementEquipment","measurementEquipment","measurementEquipment","measurementEquipment","measurementEquipment","measurementEquipment","measurementEquipment","measurementEquipment","measurementEquipment","measurementEquipment","measurementEquipment","measurementEquipment","measurementEquipment","measurementEquipment","measurementEquipment","measurementEquipment","measurementEquipment","measurementEquipment","measurementEquipment","measurementEquipment","recommendedUnit","recommendedUnit","skos:altLabel","skos:altLabel@bg","skos:scopeNote","skos:scopeNote"
"http://dd.eionet.europa.eu/vocabulary/aq/pollutant/2012","Lead (precip)","Pb - recommended unit: µg/l","Pb","2013-09-20","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"http://dd.eionet.europa.eu/vocabulary/uom/concentration/ug.l-1",,"Pb",,"Reciprocal exchange",
"http://dd.eionet.europa.eu/vocabulary/aq/pollutant/2013","Mercury (precip)","Hg - recommended unit: ng/l","Hg","2013-09-20","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"http://dd.eionet.europa.eu/vocabulary/uom/concentration/ng.l-1",,"Hg",,"Reciprocal exchange",
"http://dd.eionet.europa.eu/vocabulary/aq/pollutant/2014","Cadmium (precip)","Cd - recommended unit: µg/l","Cd","2013-09-20","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"http://dd.eionet.europa.eu/vocabulary/uom/concentration/ug.l-1",,"Cd",,"Reciprocal exchange",
"http://dd.eionet.europa.eu/vocabulary/aq/pollutant/2015","Nickel (precip)","Ni - recommended unit: µg/l","Ni","2013-09-20","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"http://dd.eionet.europa.eu/vocabulary/uom/concentration/ug.l-1",,"Ni",,"Reciprocal exchange",
"http://dd.eionet.europa.eu/vocabulary/aq/pollutant/2016","Chromium (precip)","Cr - recommended unit: µg/l","Cr","2013-09-20","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"http://dd.eionet.europa.eu/vocabulary/uom/concentration/ug.l-1",,"Cr",,"Reciprocal exchange",
"http://dd.eionet.europa.eu/vocabulary/aq/pollutant/2017","Manganese (precip)","Mn - recommended unit: µg/l","Mn","2013-09-20","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"http://dd.eionet.europa.eu/vocabulary/uom/concentration/ug.l-1",,"Mn",,"Reciprocal exchange",
"http://dd.eionet.europa.eu/vocabulary/aq/pollutant/2018","Arsenic (precip)","As - recommended unit: µg/l","As","2013-09-20","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"http://dd.eionet.europa.eu/vocabulary/uom/concentration/ug.l-1",,"As",,"Reciprocal exchange",
"http://dd.eionet.europa.eu/vocabulary/aq/pollutant/2063","Zinc (precip)","Zn - recommended unit: µg/l","Zn","2013-09-20","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"http://dd.eionet.europa.eu/vocabulary/uom/concentration/ug.l-1",,"Zn",,"Reciprocal exchange",
"http://dd.eionet.europa.eu/vocabulary/aq/pollutant/2064","Cobalt (precip)","Co - recommended unit: µg/l","Co","2013-09-20","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"http://dd.eionet.europa.eu/vocabulary/uom/concentration/ug.l-1",,"Co",,"Reciprocal exchange",
"http://dd.eionet.europa.eu/vocabulary/aq/pollutant/2065","Iron (precip)","Fe - recommended unit: µg/l","Fe","2013-09-20","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"http://dd.eionet.europa.eu/vocabulary/uom/concentration/ug.l-1",,"Fe",,"Reciprocal exchange",
"http://dd.eionet.europa.eu/vocabulary/aq/pollutant/2073","Copper (precip)","Cu - recommended unit: µg/l","Cu","2013-09-20","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"http://dd.eionet.europa.eu/vocabulary/uom/concentration/ug.l-1",,"Cu",,"Reciprocal exchange",
"http://dd.eionet.europa.eu/vocabulary/aq/pollutant/2076","acidity(pH) (precip)","pH - recommended unit: pH units","pH","2013-09-20","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"http://dd.eionet.europa.eu/vocabulary/uom/concentration/pH",,"pH",,"Reciprocal exchange",
"http://dd.eionet.europa.eu/vocabulary/aq/pollutant/21","Toluene (air)","C6H5-CH3 - recommended unit: µg/m3","C6H5-CH3","2013-09-20","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"http://dd.eionet.europa.eu/vocabulary/uom/concentration/ug.m-3",,"C6H5-CH3",,"2011/850/EU",
"http://dd.eionet.europa.eu/vocabulary/aq/pollutant/22","Styrene (air)","C6H5-CH=CH2 - recommended unit: µg/m3","C6H5-CH=CH2","2013-09-20","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"http://dd.eionet.europa.eu/vocabulary/uom/concentration/ug.m-3",,"C6H5-CH=CH2",,"Reciprocal exchange",
"http://dd.eionet.europa.eu/vocabulary/aq/pollutant/23","Acrylonitrile (air)","CH2=CH-CN - recommended unit: µg/m3","CH2=CH-CN","2013-09-20","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"http://dd.eionet.europa.eu/vocabulary/uom/concentration/ug.m-3",,"CH2=CH-CN",,"Reciprocal exchange",
"http://dd.eionet.europa.eu/vocabulary/aq/pollutant/2380","Benzo(b,j,k)fluoranthene (precip)","Benzo(b,j,k)fluoranthene - recommended unit: ng/l","Benzo(b,j,k)fluoranthene","2013-09-20","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"http://dd.eionet.europa.eu/vocabulary/uom/concentration/ng.l-1",,"Benzo(b,j,k)fluoranthene",,"Reciprocal exchange",
"http://dd.eionet.europa.eu/vocabulary/aq/pollutant/24","1.3 Butadiene (air)","CH2=CH-CH=CH2 - recommended unit: µg/m3","CH2=CH-CH=CH2","2013-09-20","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"http://dd.eionet.europa.eu/vocabulary/uom/concentration/ug.m-3",,"CH2=CH-CH=CH2",,"2011/850/EU",
"http://dd.eionet.europa.eu/vocabulary/aq/pollutant/25","Formaldehyde (air)","HCHO - recommended unit: µg/m3","HCHO","2013-09-20","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"http://dd.eionet.europa.eu/vocabulary/uom/concentration/ug.m-3",,"Methanal (air)",,"2011/850/EU",
"http://dd.eionet.europa.eu/vocabulary/aq/pollutant/26","Trichloroethylene (air)","CHCl=CCl2 - recommended unit: µg/m3","CHCl=CCl2","2013-09-20","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"http://dd.eionet.europa.eu/vocabulary/uom/concentration/ug.m-3",,"CHCl=CCl2",,"Reciprocal exchange",
"http://dd.eionet.europa.eu/vocabulary/aq/pollutant/27","Tetrachloroethylene (air)","C2Cl4 - recommended unit: µg/m3","C2Cl4","2013-09-20","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"http://dd.eionet.europa.eu/vocabulary/uom/concentration/ug.m-3",,"C2Cl4",,"Reciprocal exchange",
"http://dd.eionet.europa.eu/vocabulary/aq/pollutant/2770","phosphate (precip)","PO43- - recommended unit: mg S/l","PO43-","2013-09-20","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"http://dd.eionet.europa.eu/vocabulary/uom/concentration/mgS.m-1",,"PO43-",,"Reciprocal exchange",
"http://dd.eionet.europa.eu/vocabulary/aq/pollutant/28","Dichloromethane (air)","CH2Cl2 - recommended unit: µg/m3","CH2Cl2","2013-09-20","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"http://dd.eionet.europa.eu/vocabulary/uom/concentration/ug.m-3",,"CH2Cl2",,"Reciprocal exchange",
"http://dd.eionet.europa.eu/vocabulary/aq/pollutant/29","Benzo(a)pyrene (precip)","BaP - recommended unit: ng/l","BaP","2013-09-20","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"http://dd.eionet.europa.eu/vocabulary/uom/concentration/ng.l-1",,"BaP",,"Reciprocal exchange",
"http://dd.eionet.europa.eu/vocabulary/aq/pollutant/3","Strong acidity (air)","SA - recommended unit: µg SO2/m3","SA","2013-09-20","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"http://dd.eionet.europa.eu/vocabulary/uom/concentration/ugSO2.m-3",,"SA",,"Reciprocal exchange",
"http://dd.eionet.europa.eu/vocabulary/aq/pollutant/30","Polyaromatic hydrocarbons (air+aerosol)","PAH - recommended unit: ng/m3","PAH","2013-09-20","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"http://dd.eionet.europa.eu/vocabulary/uom/concentration/ng.m-3",,"PAH",,"Reciprocal exchange",
"http://dd.eionet.europa.eu/vocabulary/aq/pollutant/3012","Lead in TSP (aerosol)","Pb in TSP - recommended unit: µg/m3","Pb in TSP","2013-09-20","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"http://dd.eionet.europa.eu/vocabulary/uom/concentration/ug.m-3",,"Pb in TSP",,"Reciprocal exchange",
"http://dd.eionet.europa.eu/vocabulary/aq/pollutant/3013","Mercury in TSP (aerosol)","Hg in TSP - recommended unit: ng/m3","Hg in TSP","2013-09-20","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"http://dd.eionet.europa.eu/vocabulary/uom/concentration/ng.m-3",,"Hg in TSP",,"Reciprocal exchange",
"http://dd.eionet.europa.eu/vocabulary/aq/pollutant/3014","Cadmium in TSP (aerosol)","Cd in TSP - recommended unit: ng/m3","Cd in TSP","2013-09-20","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"http://dd.eionet.europa.eu/vocabulary/uom/concentration/ng.m-3",,"Cd in TSP",,"Reciprocal exchange",
"http://dd.eionet.europa.eu/vocabulary/aq/pollutant/3015","Nickel in TSP (aerosol)","Ni in TSP - recommended unit: ng/m3","Ni in TSP","2013-09-20","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"http://dd.eionet.europa.eu/vocabulary/uom/concentration/ng.m-3",,"Ni in TSP",,,
"http://dd.eionet.europa.eu/vocabulary/aq/pollutant/3016","Chromium in TSP (aerosol)","Cr in TSP - recommended unit: ng/m3","Cr in TSP","2013-09-20","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"http://dd.eionet.europa.eu/vocabulary/uom/concentration/ng.m-3",,"Cr in TSP",,,
"http://dd.eionet.europa.eu/vocabulary/aq/pollutant/3017","Manganese in TSP (aerosol)","Mn in TSP - recommended unit: ng/m3","Mn in TSP","2013-09-20","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"http://dd.eionet.europa.eu/vocabulary/uom/concentration/ng.m-3",,"Mn in TSP",,,
"http://dd.eionet.europa.eu/vocabulary/aq/pollutant/3018","Arsenic in TSP (aerosol)","As in TSP - recommended unit: ng/m3","As in TSP","2013-09-20","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"http://dd.eionet.europa.eu/vocabulary/uom/concentration/ng.m-3",,"As in TSP",,,
"http://dd.eionet.europa.eu/vocabulary/aq/pollutant/302","CFC_11 (air)","CFC-11 - recommended unit: pptv","CFC-11","2013-09-20","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"http://dd.eionet.europa.eu/vocabulary/uom/concentration/pptv",,"CFC-11",,"Reciprocal exchange",
"http://dd.eionet.europa.eu/vocabulary/aq/pollutant/303","CFC_113 (air)","CFC-113 - recommended unit: pptv","CFC-113","2013-09-20","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"http://dd.eionet.europa.eu/vocabulary/uom/concentration/pptv",,"CFC-113",,"Reciprocal exchange",
"http://dd.eionet.europa.eu/vocabulary/aq/pollutant/304","CFC_12 (air)","CFC-12 - recommended unit: pptv","CFC-12","2013-09-20","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"http://dd.eionet.europa.eu/vocabulary/uom/concentration/pptv",,"CFC-12",,"Reciprocal exchange",
"http://dd.eionet.europa.eu/vocabulary/aq/pollutant/3063","Zinc in TSP (aerosol)","Zn in TSP - recommended unit: ng/m3","Zn in TSP","2013-09-20","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"http://dd.eionet.europa.eu/vocabulary/uom/concentration/ng.m-3",,"Zn in TSP",,,
"http://dd.eionet.europa.eu/vocabulary/aq/pollutant/307","HCFC_123 (air)","HCFC-123 - recommended unit: pptv","HCFC-123","2013-09-20","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"http://dd.eionet.europa.eu/vocabulary/uom/concentration/pptv",,"HCFC-123",,"Reciprocal exchange",
"http://dd.eionet.europa.eu/vocabulary/aq/pollutant/3073","Copper in TSP (aerosol)","Cu in TSP - recommended unit: ng/m3","Cu in TSP","2013-09-20","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"http://dd.eionet.europa.eu/vocabulary/uom/concentration/ng.m-3",,"Cu in TSP",,,
"http://dd.eionet.europa.eu/vocabulary/aq/pollutant/308","HCFC_22 (air)","HCFC-22 - recommended unit: pptv","HCFC-22","2013-09-20","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"http://dd.eionet.europa.eu/vocabulary/uom/concentration/pptv",,"HCFC-22",,"Reciprocal exchange",
"http://dd.eionet.europa.eu/vocabulary/aq/pollutant/309","N1methylnaphtalene (air+aerosol)","1-methylnaphtalene - recommended unit: ng/m3","1-methylnaphtalene","2013-09-20","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"http://dd.eionet.europa.eu/vocabulary/uom/concentration/ng.m-3",,"1-methylnaphtalene",,"Reciprocal exchange",
"http://dd.eionet.europa.eu/vocabulary/aq/pollutant/31","Vinyl chloride (air)","VC - recommended unit: µg/m3","VC","2013-09-20","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"http://dd.eionet.europa.eu/vocabulary/uom/concentration/ug.m-3",,"VC",,"Reciprocal exchange",
"http://dd.eionet.europa.eu/vocabulary/aq/pollutant/310","N1methylphenanthrene (air+aerosol)","1-methylphenanthrene - recommended unit: ng/m3","1-methylphenanthrene","2013-09-20","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"http://dd.eionet.europa.eu/vocabulary/uom/concentration/ng.m-3",,"1-methylphenanthrene",,"Reciprocal exchange",
"http://dd.eionet.europa.eu/vocabulary/aq/pollutant/311","N2butanone (air)","Methyletylketone (MEK) - recommended unit: µg/m3","Methyletylketone (MEK)","2013-09-20","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"http://dd.eionet.europa.eu/vocabulary/uom/concentration/ug.m-3",,"Methyletylketone (MEK)",,"Reciprocal exchange",
"http://dd.eionet.europa.eu/vocabulary/aq/pollutant/312","N2butenal (air)","Crotonaldehyde - recommended unit: µg/m3","Crotonaldehyde","2013-09-20","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"http://dd.eionet.europa.eu/vocabulary/uom/concentration/ug.m-3",,"Crotonaldehyde",,"Reciprocal exchange",
"http://dd.eionet.europa.eu/vocabulary/aq/pollutant/313","N2methylanthracene (air+aerosol)","2-methylanthracene - recommended unit: ng/m3","2-methylanthracene","2013-09-20","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"http://dd.eionet.europa.eu/vocabulary/uom/concentration/ng.m-3",,"2-methylanthracene",,"Reciprocal exchange",
"http://dd.eionet.europa.eu/vocabulary/aq/pollutant/314","N2methylbenzencarbaldehyde (air)","2-methylbenzaldehyde - recommended unit: µg/m3","2-methylbenzaldehyde","2013-09-20","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"http://dd.eionet.europa.eu/vocabulary/uom/concentration/ug.m-3",,"2-methylbenzaldehyde",,"Reciprocal exchange",
"http://dd.eionet.europa.eu/vocabulary/aq/pollutant/315","N2methylnaphtalene (air+aerosol)","2-methylnaphtalene - recommended unit: ng/m3","2-methylnaphtalene","2013-09-20","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"http://dd.eionet.europa.eu/vocabulary/uom/concentration/ng.m-3",,"2-methylnaphtalene",,"Reciprocal exchange",
"http://dd.eionet.europa.eu/vocabulary/aq/pollutant/316","i-Hexane (2-methylpentane) (air)","(CH3)2-CH-CH2-CH2-CH3 - recommended unit: µg/m3","(CH3)2-CH-CH2-CH2-CH3","2013-09-20","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"http://dd.eionet.europa.eu/vocabulary/uom/concentration/ug.m-3",,"(CH3)2-CH-CH2-CH2-CH3",,"2011/850/EU",
"http://dd.eionet.europa.eu/vocabulary/aq/pollutant/317","N2methylphenanthrene (air+aerosol)","2-methylphenanthrene - recommended unit: ng/m3","2-methylphenanthrene","2013-09-20","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"http://dd.eionet.europa.eu/vocabulary/uom/concentration/ng.m-3",,"2-methylphenanthrene",,"Reciprocal exchange",
"http://dd.eionet.europa.eu/vocabulary/aq/pollutant/318","N2methylpropenal (air)","Methacroleine - recommended unit: µg/m3","Methacroleine","2013-09-20","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"http://dd.eionet.europa.eu/vocabulary/uom/concentration/ug.m-3",,"Methacroleine",,"Reciprocal exchange",
"http://dd.eionet.europa.eu/vocabulary/aq/pollutant/319","N2oxopropanal (air)","Methylglyoxal - recommended unit: µg/m3","Methylglyoxal","2013-09-20","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"http://dd.eionet.europa.eu/vocabulary/uom/concentration/ug.m-3",,"Methylglyoxal",,"Reciprocal exchange",
"http://dd.eionet.europa.eu/vocabulary/aq/pollutant/32","Total non-methane hydrocarbons (air)","THC (NM) - recommended unit: µg C/m3","THC (NM)","2013-09-20","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"http://dd.eionet.europa.eu/vocabulary/uom/concentration/ugC.m-3",,"THC (NM)",,"2011/850/EU",
"http://dd.eionet.europa.eu/vocabulary/aq/pollutant/320","N2propenal (air)","Acroleine - recommended unit: µg/m3","Acroleine","2013-09-20","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"http://dd.eionet.europa.eu/vocabulary/uom/concentration/ug.m-3",,"Acroleine",,"Reciprocal exchange",
"http://dd.eionet.europa.eu/vocabulary/aq/pollutant/321","N3buten2one (air)","Methylvinylketone (MVK) - recommended unit: µg/m3","Methylvinylketone (MVK)","2013-09-20","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"http://dd.eionet.europa.eu/vocabulary/uom/concentration/ug.m-3",,"Methylvinylketone (MVK)",,"Reciprocal exchange",
"http://dd.eionet.europa.eu/vocabulary/aq/pollutant/322","N3methylbenzencarbaldehyde (air)","3-methylbenzaldehyde - recommended unit: µg/m3","3-methylbenzaldehyde","2013-09-20","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"http://dd.eionet.europa.eu/vocabulary/uom/concentration/ug.m-3",,"3-methylbenzaldehyde",,"Reciprocal exchange",
"http://dd.eionet.europa.eu/vocabulary/aq/pollutant/323","N3methylpentane (air)","3-methylpentane - recommended unit: pptv","3-methylpentane","2013-09-20","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"http://dd.eionet.europa.eu/vocabulary/uom/concentration/pptv",,"3-methylpentane",,"Reciprocal exchange",
"http://dd.eionet.europa.eu/vocabulary/aq/pollutant/324","N4methylbenzencarbaldehyde (air)","4-methylbenzaldehyde - recommended unit: µg/m3","4-methylbenzaldehyde","2013-09-20","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"http://dd.eionet.europa.eu/vocabulary/uom/concentration/ug.m-3",,"4-methylbenzaldehyde",,"Reciprocal exchange",
"http://dd.eionet.europa.eu/vocabulary/aq/pollutant/326","NOy (air)","NOy - recommended unit: µg N/m3","NOy","2013-09-20","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"http://dd.eionet.europa.eu/vocabulary/uom/concentration/ugN.m-3",,"NOy",,"Reciprocal exchange",
"http://dd.eionet.europa.eu/vocabulary/aq/pollutant/33","Total volatile organic compounds (air)","T-VOC - recommended unit: µg/m3","T-VOC","2013-09-20","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"http://dd.eionet.europa.eu/vocabulary/uom/concentration/ug.m-3",,"T-VOC",,"Reciprocal exchange",
"http://dd.eionet.europa.eu/vocabulary/aq/pollutant/330","PCB_105 (precip)","PCB-105 - recommended unit: ng/l","PCB-105","2013-09-20","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"http://dd.eionet.europa.eu/vocabulary/uom/concentration/ng.l-1",,"PCB-105",,"Reciprocal exchange",
"http://dd.eionet.europa.eu/vocabulary/aq/pollutant/333","PCB_128 (precip)","PCB-128 - recommended unit: ng/l","PCB-128","2013-09-20","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"http://dd.eionet.europa.eu/vocabulary/uom/concentration/ng.l-1",,"PCB-128",,"Reciprocal exchange",
"http://dd.eionet.europa.eu/vocabulary/aq/pollutant/336","PCB_149 (precip)","PCB-149 - recommended unit: ng/l","PCB-149","2013-09-20","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"http://dd.eionet.europa.eu/vocabulary/uom/concentration/ng.l-1",,"PCB-149",,"Reciprocal exchange",
"http://dd.eionet.europa.eu/vocabulary/aq/pollutant/339","PCB_156 (precip)","PCB-156 - recommended unit: ng/l","PCB-156","2013-09-20","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"http://dd.eionet.europa.eu/vocabulary/uom/concentration/ng.l-1",,"PCB-156",,"Reciprocal exchange",
"http://dd.eionet.europa.eu/vocabulary/aq/pollutant/34","Peroxyacetyl nitrate (air)","PAN - recommended unit: µg/m3","PAN","2013-09-20","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"http://dd.eionet.europa.eu/vocabulary/uom/concentration/ug.m-3",,"PAN",,"Reciprocal exchange",
"http://dd.eionet.europa.eu/vocabulary/aq/pollutant/340","PCB_177 (precip)","PCB-177 - recommended unit: ng/l","PCB-177","2013-09-20","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"http://dd.eionet.europa.eu/vocabulary/uom/concentration/ng.l-1",,"PCB-177",,"Reciprocal exchange",
"http://dd.eionet.europa.eu/vocabulary/aq/pollutant/341","PCB_18 (precip)","PCB-18 - recommended unit: ng/l","PCB-18","2013-09-20","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"http://dd.eionet.europa.eu/vocabulary/uom/concentration/ng.l-1",,"PCB-18",,"Reciprocal exchange",
"http://dd.eionet.europa.eu/vocabulary/aq/pollutant/344","PCB_26 (precip)","PCB-26 - recommended unit: ng/l","PCB-26","2013-09-20","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"http://dd.eionet.europa.eu/vocabulary/uom/concentration/ng.l-1",,"PCB-26",,"Reciprocal exchange",
"http://dd.eionet.europa.eu/vocabulary/aq/pollutant/347","PCB_31 (precip)","PCB-31 - recommended unit: ng/l","PCB-31","2013-09-20","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"http://dd.eionet.europa.eu/vocabulary/uom/concentration/ng.l-1",,"PCB-31",,"Reciprocal exchange",
"http://dd.eionet.europa.eu/vocabulary/aq/pollutant/348","PCB_44 (precip)","PCB-44 - recommended unit: ng/l","PCB-44","2013-09-20","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"http://dd.eionet.europa.eu/vocabulary/uom/concentration/ng.l-1",,"PCB-44",,"Reciprocal exchange",
"http://dd.eionet.europa.eu/vocabulary/aq/pollutant/35","Ammonia (air)","NH3 - recommended unit: µg/m3","NH3","2013-09-20","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"http://dd.eionet.europa.eu/vocabulary/uom/concentration/ug.m-3",,"NH3",,"Reciprocal exchange",
"http://dd.eionet.europa.eu/vocabulary/aq/pollutant/351","acenaphthene (air+aerosol)","Acenaphthene - recommended unit: ng/m3","Acenaphthene","2013-09-20","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"http://dd.eionet.europa.eu/vocabulary/uom/concentration/ng.m-3",,"Acenaphthene",,"Reciprocal exchange",
"http://dd.eionet.europa.eu/vocabulary/aq/pollutant/352","acenaphtylene (air+aerosol)","Acenaphtylene - recommended unit: ng/m3","Acenaphtylene","2013-09-20","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"http://dd.eionet.europa.eu/vocabulary/uom/concentration/ng.m-3",,"Acenaphtylene",,"Reciprocal exchange",
"http://dd.eionet.europa.eu/vocabulary/aq/pollutant/356","aldrin (precip)","Aldrin - recommended unit: ng/l","Aldrin","2013-09-20","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"http://dd.eionet.europa.eu/vocabulary/uom/concentration/ng.l-1",,"Aldrin",,"Reciprocal exchange",
